user,purpose,destination
3625,Holiday/ Rest & Relax,Boat Quay
3626,Holiday/ Rest & Relax,Boat Quay
3627,Holiday/ Rest & Relax,Boat Quay
3628,Holiday/ Rest & Relax,Boat Quay
3629,Holiday/ Rest & Relax,Boat Quay
3630,Holiday/ Rest & Relax,Boat Quay
3631,Holiday/ Rest & Relax,Boat Quay
3632,Holiday/ Rest & Relax,Boat Quay
3633,Sightseeing/ Attractions,Arab Street
3634,General business purpose,Raffles Hotel
3635,Holiday/ Rest & Relax,Boat Quay
3636,General business purpose,Raffles Hotel
3637,General business purpose,Raffles Hotel
3638,Holiday/ Rest & Relax,Boat Quay
3639,To shop/attend shopping events in Singapore,White Sands
3640,Holiday/ Rest & Relax,Boat Quay
3641,Holiday/ Rest & Relax,Boat Quay
3642,General business purpose,Raffles Hotel
3643,Holiday/ Rest & Relax,Boat Quay
3644,"IR (e.g. MBS, RWS)",Resorts World Sentosa
3645,Holiday/ Rest & Relax,Boat Quay
3646,Holiday/ Rest & Relax,Boat Quay
3647,General business purpose,Raffles Hotel
3648,Holiday/ Rest & Relax,Boat Quay
3649,General business purpose,Raffles Hotel
3650,Holiday/ Rest & Relax,Boat Quay
3651,Holiday/ Rest & Relax,Boat Quay
3652,Holiday/ Rest & Relax,Boat Quay
3653,General business purpose,Raffles Hotel
3654,Holiday/ Rest & Relax,Singapore Ducktours
3655,Holiday/ Rest & Relax,Singapore Ducktours
3656,Holiday/ Rest & Relax,Singapore Ducktours
3657,Holiday/ Rest & Relax,Singapore Ducktours
3658,Holiday/ Rest & Relax,Singapore Ducktours
3659,General business purpose,Raffles Hotel
3660,Holiday/ Rest & Relax,Singapore Ducktours
3661,Holiday/ Rest & Relax,Singapore Ducktours
3662,General business purpose,Raffles Hotel
3663,General business purpose,Raffles Hotel
3664,Holiday/ Rest & Relax,Singapore Ducktours
3665,Holiday/ Rest & Relax,Singapore Ducktours
3666,Holiday/ Rest & Relax,Singapore Ducktours
3667,Holiday/ Rest & Relax,Singapore Ducktours
3668,Holiday/ Rest & Relax,Singapore Ducktours
3669,Holiday/ Rest & Relax,Singapore Ducktours
3670,Holiday/ Rest & Relax,Singapore Ducktours
3671,To shop/attend shopping events in Singapore,White Sands
3672,To shop/attend shopping events in Singapore,White Sands
3673,Holiday/ Rest & Relax,Singapore Ducktours
3674,Holiday/ Rest & Relax,Singapore Ducktours
3675,Holiday/ Rest & Relax,Royal Albatross
3676,Holiday/ Rest & Relax,Royal Albatross
3677,To shop/attend shopping events in Singapore,White Sands
3678,Sightseeing/ Attractions,Arab Street
3679,General business purpose,Raffles Hotel
3680,To shop/attend shopping events in Singapore,White Sands
3681,Holiday/ Rest & Relax,Royal Albatross
3682,Holiday/ Rest & Relax,Royal Albatross
3683,Holiday/ Rest & Relax,Royal Albatross
3684,Holiday/ Rest & Relax,Royal Albatross
3685,Holiday/ Rest & Relax,Royal Albatross
3686,Holiday/ Rest & Relax,Royal Albatross
3687,Sightseeing/ Attractions,Sri Temasek
3688,Holiday/ Rest & Relax,Royal Albatross
3689,Holiday/ Rest & Relax,Royal Albatross
3690,Holiday/ Rest & Relax,Royal Albatross
3691,Holiday/ Rest & Relax,Royal Albatross
3692,Holiday/ Rest & Relax,Royal Albatross
3693,Holiday/ Rest & Relax,Royal Albatross
3694,General business purpose,Raffles Hotel
3695,Holiday/ Rest & Relax,Royal Albatross
3696,Holiday/ Rest & Relax,Royal Albatross
3697,Holiday/ Rest & Relax,Royal Albatross
3698,General business purpose,Raffles Hotel
3699,Holiday/ Rest & Relax,Royal Albatross
3700,Holiday/ Rest & Relax,Royal Albatross
3701,Holiday/ Rest & Relax,Royal Albatross
3702,Holiday/ Rest & Relax,Royal Albatross
3703,General business purpose,Raffles Hotel
3704,Holiday/ Rest & Relax,Royal Albatross
3705,To shop/attend shopping events in Singapore,White Sands
3706,To shop/attend shopping events in Singapore,White Sands
3707,To shop/attend shopping events in Singapore,White Sands
3708,General business purpose,Raffles Hotel
3709,To shop/attend shopping events in Singapore,White Sands
3710,To shop/attend shopping events in Singapore,White Sands
3711,Holiday/ Rest & Relax,Royal Albatross
3712,General business purpose,Raffles Hotel
3713,Holiday/ Rest & Relax,Royal Albatross
3714,Holiday/ Rest & Relax,Royal Albatross
3715,General business purpose,Raffles Hotel
3716,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3717,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3718,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3719,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3720,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3721,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3722,To shop/attend shopping events in Singapore,White Sands
3723,Sightseeing/ Attractions,Sri Temasek
3724,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3725,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3726,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3727,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3728,General business purpose,Raffles Hotel
3729,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3730,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3731,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3732,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3733,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3734,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3735,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3736,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3737,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3738,General business purpose,Raffles Hotel
3739,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3740,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3741,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3742,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3743,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3744,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3745,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3746,General business purpose,Raffles Hotel
3747,General business purpose,Raffles Hotel
3748,To shop/attend shopping events in Singapore,White Sands
3749,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3750,General business purpose,Raffles Hotel
3751,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3752,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3753,General business purpose,Raffles Hotel
3754,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3755,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3756,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3757,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3758,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3759,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3760,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3761,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3762,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3763,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3764,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3765,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3766,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3767,Holiday/ Rest & Relax,Esplanade – Theatres on the Bay
3768,Holiday/ Rest & Relax,Night Safari
3769,Holiday/ Rest & Relax,Night Safari
3770,Holiday/ Rest & Relax,Night Safari
3771,Sightseeing/ Attractions,Sri Temasek
3772,Holiday/ Rest & Relax,Night Safari
3773,Holiday/ Rest & Relax,Night Safari
3774,Holiday/ Rest & Relax,Night Safari
3775,Sightseeing/ Attractions,Sri Temasek
3776,Sightseeing/ Attractions,Sri Temasek
3777,Sightseeing/ Attractions,Sri Temasek
3778,Holiday/ Rest & Relax,Night Safari
3779,Holiday/ Rest & Relax,Night Safari
3780,Holiday/ Rest & Relax,Night Safari
3781,Holiday/ Rest & Relax,Night Safari
3782,Holiday/ Rest & Relax,Night Safari
3783,To shop/attend shopping events in Singapore,White Sands
3784,Holiday/ Rest & Relax,Night Safari
3785,Holiday/ Rest & Relax,Night Safari
3786,Sightseeing/ Attractions,Sri Temasek
3787,Holiday/ Rest & Relax,Night Safari
3788,Holiday/ Rest & Relax,Night Safari
3789,Holiday/ Rest & Relax,Night Safari
3790,Holiday/ Rest & Relax,Night Safari
3791,Holiday/ Rest & Relax,Night Safari
3792,Holiday/ Rest & Relax,Night Safari
3793,Holiday/ Rest & Relax,Night Safari
3794,Holiday/ Rest & Relax,Night Safari
3795,Holiday/ Rest & Relax,Night Safari
3796,Holiday/ Rest & Relax,Night Safari
3797,Holiday/ Rest & Relax,Night Safari
3798,Holiday/ Rest & Relax,Night Safari
3799,Holiday/ Rest & Relax,Night Safari
3800,General business purpose,Raffles Hotel
3801,To shop/attend shopping events in Singapore,White Sands
3802,Sightseeing/ Attractions,City Hall
3803,Holiday/ Rest & Relax,Night Safari
3804,General business purpose,Raffles Hotel
3805,Sightseeing/ Attractions,City Hall
3806,Holiday/ Rest & Relax,Night Safari
3807,Holiday/ Rest & Relax,Night Safari
3808,Sightseeing/ Attractions,City Hall
3809,Holiday/ Rest & Relax,Night Safari
3810,Holiday/ Rest & Relax,Night Safari
3811,Company sponsored holiday,Resorts World Sentosa
3812,Holiday/ Rest & Relax,Night Safari
3813,To shop/attend shopping events in Singapore,White Sands
3814,General business purpose,Raffles Hotel
3815,Holiday/ Rest & Relax,Night Safari
3816,General business purpose,Raffles Hotel
3817,Holiday/ Rest & Relax,Night Safari
3818,Holiday/ Rest & Relax,Night Safari
3819,Holiday/ Rest & Relax,Night Safari
3820,Holiday/ Rest & Relax,Night Safari
3821,Holiday/ Rest & Relax,Night Safari
3822,Holiday/ Rest & Relax,Night Safari
3823,General business purpose,Raffles Hotel
3824,Holiday/ Rest & Relax,Night Safari
3825,Holiday/ Rest & Relax,Night Safari
3826,General business purpose,Raffles Hotel
3827,General business purpose,Raffles Hotel
3828,General business purpose,Raffles Hotel
3829,Holiday/ Rest & Relax,Night Safari
3830,Holiday/ Rest & Relax,Night Safari
3831,Holiday/ Rest & Relax,Night Safari
3832,General business purpose,Raffles Hotel
3833,Holiday/ Rest & Relax,Night Safari
3834,Holiday/ Rest & Relax,Night Safari
3835,Holiday/ Rest & Relax,Night Safari
3836,Holiday/ Rest & Relax,Night Safari
3837,Holiday/ Rest & Relax,Night Safari
3838,Holiday/ Rest & Relax,Night Safari
3839,Holiday/ Rest & Relax,Night Safari
3840,Holiday/ Rest & Relax,Night Safari
3841,Holiday/ Rest & Relax,Night Safari
3842,Holiday/ Rest & Relax,Night Safari
3843,Holiday/ Rest & Relax,Night Safari
3844,Holiday/ Rest & Relax,Night Safari
3845,Sightseeing/ Attractions,City Hall
3846,Holiday/ Rest & Relax,Night Safari
3847,General business purpose,Raffles Hotel
3848,General business purpose,Raffles Hotel
3849,Holiday/ Rest & Relax,Night Safari
3850,Holiday/ Rest & Relax,Night Safari
3851,General business purpose,Raffles Hotel
3852,General business purpose,Raffles Hotel
3853,Holiday/ Rest & Relax,Night Safari
3854,Holiday/ Rest & Relax,Night Safari
3855,Holiday/ Rest & Relax,Night Safari
3856,Holiday/ Rest & Relax,Night Safari
3857,To shop/attend shopping events in Singapore,White Sands
3858,Sightseeing/ Attractions,City Hall
3859,To shop/attend shopping events in Singapore,White Sands
3860,Holiday/ Rest & Relax,Night Safari
3861,Holiday/ Rest & Relax,Night Safari
3862,Holiday/ Rest & Relax,Night Safari
3863,Holiday/ Rest & Relax,Night Safari
3864,To shop/attend shopping events in Singapore,White Sands
3865,Sightseeing/ Attractions,City Hall
3866,Sightseeing/ Attractions,City Hall
3867,Holiday/ Rest & Relax,Night Safari
3868,Holiday/ Rest & Relax,Night Safari
3869,Holiday/ Rest & Relax,Night Safari
3870,Holiday/ Rest & Relax,Night Safari
3871,General business purpose,Raffles Hotel
3872,Holiday/ Rest & Relax,Night Safari
3873,To shop/attend shopping events in Singapore,White Sands
3874,Holiday/ Rest & Relax,Night Safari
3875,Holiday/ Rest & Relax,Night Safari
3876,Holiday/ Rest & Relax,Night Safari
3877,Holiday/ Rest & Relax,Night Safari
3878,Holiday/ Rest & Relax,Night Safari
3879,Holiday/ Rest & Relax,Night Safari
3880,Holiday/ Rest & Relax,Night Safari
3881,Holiday/ Rest & Relax,Night Safari
3882,Holiday/ Rest & Relax,Night Safari
3883,Holiday/ Rest & Relax,Night Safari
3884,To shop/attend shopping events in Singapore,White Sands
3885,Holiday/ Rest & Relax,Night Safari
3886,Holiday/ Rest & Relax,Night Safari
3887,Holiday/ Rest & Relax,Night Safari
3888,To shop/attend shopping events in Singapore,White Sands
3889,Sightseeing/ Attractions,City Hall
3890,To shop/attend shopping events in Singapore,White Sands
3891,Sightseeing/ Attractions,City Hall
3892,Holiday/ Rest & Relax,Night Safari
3893,Holiday/ Rest & Relax,Night Safari
3894,Holiday/ Rest & Relax,Night Safari
3895,Holiday/ Rest & Relax,Night Safari
3896,Holiday/ Rest & Relax,Night Safari
3897,General business purpose,Raffles Hotel
3898,Holiday/ Rest & Relax,Night Safari
3899,Holiday/ Rest & Relax,Night Safari
3900,Holiday/ Rest & Relax,Night Safari
3901,Sightseeing/ Attractions,City Hall
3902,To shop/attend shopping events in Singapore,White Sands
3903,Holiday/ Rest & Relax,Night Safari
3904,Holiday/ Rest & Relax,Night Safari
3905,General business purpose,Raffles Hotel
3906,Holiday/ Rest & Relax,Night Safari
3907,Holiday/ Rest & Relax,Night Safari
3908,Holiday/ Rest & Relax,Night Safari
3909,Holiday/ Rest & Relax,Night Safari
3910,Holiday/ Rest & Relax,Night Safari
3911,Holiday/ Rest & Relax,Night Safari
3912,Holiday/ Rest & Relax,Night Safari
3913,Holiday/ Rest & Relax,Night Safari
3914,Holiday/ Rest & Relax,Night Safari
3915,Holiday/ Rest & Relax,Night Safari
3916,Holiday/ Rest & Relax,Night Safari
3917,Holiday/ Rest & Relax,Night Safari
3918,Holiday/ Rest & Relax,Night Safari
3919,Holiday/ Rest & Relax,Night Safari
3920,General business purpose,Raffles Hotel
3921,Holiday/ Rest & Relax,Night Safari
3922,Holiday/ Rest & Relax,Night Safari
3923,Holiday/ Rest & Relax,Night Safari
3924,Holiday/ Rest & Relax,Night Safari
3925,General business purpose,Raffles Hotel
3926,Holiday/ Rest & Relax,Night Safari
3927,Holiday/ Rest & Relax,Night Safari
3928,Holiday/ Rest & Relax,Night Safari
3929,Holiday/ Rest & Relax,Night Safari
3930,Holiday/ Rest & Relax,Night Safari
3931,Holiday/ Rest & Relax,Bird Paradise
3932,Sightseeing/ Attractions,City Hall
3933,Holiday/ Rest & Relax,Bird Paradise
3934,"IR (e.g. MBS, RWS)",Resorts World Sentosa
3935,Holiday/ Rest & Relax,Bird Paradise
3936,Holiday/ Rest & Relax,Bird Paradise
3937,Holiday/ Rest & Relax,Bird Paradise
3938,Holiday/ Rest & Relax,Bird Paradise
3939,Holiday/ Rest & Relax,Bird Paradise
3940,Holiday/ Rest & Relax,Bird Paradise
3941,Sightseeing/ Attractions,City Hall
3942,Holiday/ Rest & Relax,Bird Paradise
3943,Sightseeing/ Attractions,City Hall
3944,General business purpose,Raffles Hotel
3945,General business purpose,Raffles Hotel
3946,Holiday/ Rest & Relax,Bird Paradise
3947,Holiday/ Rest & Relax,Bird Paradise
3948,General business purpose,Raffles Hotel
3949,Holiday/ Rest & Relax,Bird Paradise
3950,Holiday/ Rest & Relax,Bird Paradise
3951,Holiday/ Rest & Relax,Bird Paradise
3952,Holiday/ Rest & Relax,Bird Paradise
3953,Holiday/ Rest & Relax,Bird Paradise
3954,Holiday/ Rest & Relax,Bird Paradise
3955,Holiday/ Rest & Relax,Bird Paradise
3956,Holiday/ Rest & Relax,Bird Paradise
3957,Holiday/ Rest & Relax,Bird Paradise
3958,Holiday/ Rest & Relax,Bird Paradise
3959,General business purpose,Raffles Hotel
3960,Holiday/ Rest & Relax,Bird Paradise
3961,Holiday/ Rest & Relax,Bird Paradise
3962,Holiday/ Rest & Relax,Bird Paradise
3963,Holiday/ Rest & Relax,Bird Paradise
3964,Holiday/ Rest & Relax,Bird Paradise
3965,Holiday/ Rest & Relax,Bird Paradise
3966,Holiday/ Rest & Relax,Bird Paradise
3967,Holiday/ Rest & Relax,Bird Paradise
3968,Holiday/ Rest & Relax,Bird Paradise
3969,Holiday/ Rest & Relax,Bird Paradise
3970,Holiday/ Rest & Relax,Bird Paradise
3971,Holiday/ Rest & Relax,Bird Paradise
3972,Holiday/ Rest & Relax,Bird Paradise
3973,Holiday/ Rest & Relax,Bird Paradise
3974,Holiday/ Rest & Relax,Bird Paradise
3975,Holiday/ Rest & Relax,Bird Paradise
3976,Holiday/ Rest & Relax,Bird Paradise
3977,Holiday/ Rest & Relax,Bird Paradise
3978,Holiday/ Rest & Relax,Bird Paradise
3979,Holiday/ Rest & Relax,Bird Paradise
3980,Holiday/ Rest & Relax,Bird Paradise
3981,Holiday/ Rest & Relax,Bird Paradise
3982,Holiday/ Rest & Relax,Bird Paradise
3983,Holiday/ Rest & Relax,Bird Paradise
3984,Holiday/ Rest & Relax,Bird Paradise
3985,Holiday/ Rest & Relax,Bird Paradise
3986,General business purpose,Raffles Hotel
3987,Holiday/ Rest & Relax,Bird Paradise
3988,Holiday/ Rest & Relax,Bird Paradise
3989,Holiday/ Rest & Relax,Bird Paradise
3990,Holiday/ Rest & Relax,Bird Paradise
3991,Holiday/ Rest & Relax,Bird Paradise
3992,Holiday/ Rest & Relax,Bird Paradise
3993,Holiday/ Rest & Relax,Bird Paradise
3994,Holiday/ Rest & Relax,Bird Paradise
3995,Holiday/ Rest & Relax,Bird Paradise
3996,Holiday/ Rest & Relax,Bird Paradise
3997,Holiday/ Rest & Relax,Bird Paradise
3998,Holiday/ Rest & Relax,Bird Paradise
3999,Holiday/ Rest & Relax,Bird Paradise
4000,Holiday/ Rest & Relax,Bird Paradise
4001,General business purpose,Raffles Hotel
4002,General business purpose,Raffles Hotel
4003,Holiday/ Rest & Relax,Bird Paradise
4004,Holiday/ Rest & Relax,Bird Paradise
4005,Holiday/ Rest & Relax,Bird Paradise
4006,Holiday/ Rest & Relax,Bird Paradise
4007,Holiday/ Rest & Relax,Bird Paradise
4008,"IR (e.g. MBS, RWS)",Resorts World Sentosa
4009,Holiday/ Rest & Relax,Bird Paradise
4010,Sightseeing/ Attractions,Little India
4011,Holiday/ Rest & Relax,Bird Paradise
4012,Sightseeing/ Attractions,Little India
4013,Holiday/ Rest & Relax,Bird Paradise
4014,Holiday/ Rest & Relax,Bird Paradise
4015,To shop/attend shopping events in Singapore,White Sands
4016,Company sponsored holiday,Resorts World Sentosa
4017,General business purpose,Raffles Hotel
4018,To shop/attend shopping events in Singapore,White Sands
4019,General business purpose,Raffles Hotel
4020,Holiday/ Rest & Relax,Bird Paradise
4021,Holiday/ Rest & Relax,Bird Paradise
4022,To shop/attend shopping events in Singapore,White Sands
4023,General business purpose,Raffles Hotel
4024,Holiday/ Rest & Relax,Bird Paradise
4025,Holiday/ Rest & Relax,Bird Paradise
4026,Holiday/ Rest & Relax,Bird Paradise
4027,Holiday/ Rest & Relax,Bird Paradise
4028,Holiday/ Rest & Relax,Bird Paradise
4029,Holiday/ Rest & Relax,Bird Paradise
4030,General business purpose,Raffles Hotel
4031,Holiday/ Rest & Relax,Bird Paradise
4032,Holiday/ Rest & Relax,Bird Paradise
4033,Holiday/ Rest & Relax,Bird Paradise
4034,Holiday/ Rest & Relax,Bird Paradise
4035,Holiday/ Rest & Relax,Bird Paradise
4036,Holiday/ Rest & Relax,Bird Paradise
4037,General business purpose,Raffles Hotel
4038,Holiday/ Rest & Relax,Bird Paradise
4039,Holiday/ Rest & Relax,Bird Paradise
4040,Holiday/ Rest & Relax,Bird Paradise
4041,Holiday/ Rest & Relax,Bird Paradise
4042,Holiday/ Rest & Relax,Bird Paradise
4043,Holiday/ Rest & Relax,Bird Paradise
4044,"IR (e.g. MBS, RWS)",Resorts World Sentosa
4045,Holiday/ Rest & Relax,Bird Paradise
4046,Holiday/ Rest & Relax,Bird Paradise
4047,General business purpose,Raffles Hotel
4048,Holiday/ Rest & Relax,Bird Paradise
4049,Holiday/ Rest & Relax,Bird Paradise
4050,Holiday/ Rest & Relax,Bird Paradise
4051,Holiday/ Rest & Relax,Bird Paradise
4052,Holiday/ Rest & Relax,Bird Paradise
4053,Holiday/ Rest & Relax,Bird Paradise
4054,Holiday/ Rest & Relax,Bird Paradise
4055,Holiday/ Rest & Relax,Bird Paradise
4056,Holiday/ Rest & Relax,Bird Paradise
4057,Holiday/ Rest & Relax,Bird Paradise
4058,Holiday/ Rest & Relax,Bird Paradise
4059,Holiday/ Rest & Relax,Bird Paradise
4060,Holiday/ Rest & Relax,Bird Paradise
4061,Holiday/ Rest & Relax,Bird Paradise
4062,General business purpose,Raffles Hotel
4063,General business purpose,Raffles Hotel
4064,Holiday/ Rest & Relax,Bird Paradise
4065,Holiday/ Rest & Relax,Bird Paradise
4066,General business purpose,Raffles Hotel
4067,Holiday/ Rest & Relax,Bird Paradise
4068,Holiday/ Rest & Relax,Bird Paradise
4069,To shop/attend shopping events in Singapore,White Sands
4070,Holiday/ Rest & Relax,Bird Paradise
4071,Holiday/ Rest & Relax,Bird Paradise
4072,Holiday/ Rest & Relax,Bird Paradise
4073,Holiday/ Rest & Relax,Bird Paradise
4074,General business purpose,Raffles Hotel
4075,Holiday/ Rest & Relax,Bird Paradise
4076,General business purpose,Raffles Hotel
4077,Holiday/ Rest & Relax,Bird Paradise
4078,Holiday/ Rest & Relax,Bird Paradise
4079,Holiday/ Rest & Relax,Bird Paradise
4080,Holiday/ Rest & Relax,Bird Paradise
4081,Holiday/ Rest & Relax,Bird Paradise
4082,Holiday/ Rest & Relax,Bird Paradise
4083,Holiday/ Rest & Relax,Bird Paradise
4084,To shop/attend shopping events in Singapore,White Sands
4085,Company sponsored holiday,Resorts World Sentosa
4086,Holiday/ Rest & Relax,Bird Paradise
4087,Holiday/ Rest & Relax,Bird Paradise
4088,Holiday/ Rest & Relax,Bird Paradise
4089,Holiday/ Rest & Relax,Bird Paradise
4090,Holiday/ Rest & Relax,Bird Paradise
4091,Holiday/ Rest & Relax,Bird Paradise
4092,Holiday/ Rest & Relax,Bird Paradise
4093,Holiday/ Rest & Relax,Bird Paradise
4094,Holiday/ Rest & Relax,Bird Paradise
4095,Holiday/ Rest & Relax,Bird Paradise
4096,Holiday/ Rest & Relax,Bird Paradise
4097,Holiday/ Rest & Relax,Bird Paradise
4098,Holiday/ Rest & Relax,Bird Paradise
4099,Holiday/ Rest & Relax,Bird Paradise
4100,General business purpose,Raffles Hotel
4101,Family Entertainment,White Sands
4102,Sightseeing/ Attractions,Little India
4103,To shop/attend shopping events in Singapore,White Sands
4104,Holiday/ Rest & Relax,Bird Paradise
4105,Holiday/ Rest & Relax,Bird Paradise
4106,Holiday/ Rest & Relax,Bird Paradise
4107,Holiday/ Rest & Relax,Bird Paradise
4108,General business purpose,Raffles Hotel
4109,Holiday/ Rest & Relax,Bird Paradise
4110,Holiday/ Rest & Relax,Bird Paradise
4111,Holiday/ Rest & Relax,Bird Paradise
4112,Holiday/ Rest & Relax,Marina Bay
4113,Holiday/ Rest & Relax,Marina Bay
4114,Holiday/ Rest & Relax,Marina Bay
4115,Holiday/ Rest & Relax,Marina Bay
4116,Holiday/ Rest & Relax,Marina Bay
4117,General business purpose,Raffles Hotel
4118,Holiday/ Rest & Relax,Marina Bay
4119,Holiday/ Rest & Relax,Marina Bay
4120,Holiday/ Rest & Relax,Marina Bay
4121,Company sponsored holiday,Resorts World Sentosa
4122,General business purpose,Raffles Hotel
4123,Company sponsored holiday,Resorts World Sentosa
4124,Holiday/ Rest & Relax,Marina Bay
4125,General business purpose,Raffles Hotel
4126,Holiday/ Rest & Relax,Marina Bay
4127,Holiday/ Rest & Relax,Marina Bay
4128,Holiday/ Rest & Relax,Marina Bay
4129,Holiday/ Rest & Relax,Marina Bay
4130,General business purpose,Raffles Hotel
4131,General business purpose,Raffles Hotel
4132,General business purpose,Raffles Hotel
4133,General business purpose,Raffles Hotel
4134,General business purpose,Raffles Hotel
4135,General business purpose,Raffles Hotel
4136,Holiday/ Rest & Relax,Marina Bay
4137,To shop/attend shopping events in Singapore,White Sands
4138,General business purpose,Raffles Hotel
4139,To shop/attend shopping events in Singapore,White Sands
4140,General business purpose,Raffles Hotel
4141,To shop/attend shopping events in Singapore,White Sands
4142,General business purpose,Raffles Hotel
4143,General business purpose,Raffles Hotel
4144,General business purpose,Raffles Hotel
4145,Holiday/ Rest & Relax,Marina Bay
4146,General business purpose,Raffles Hotel
4147,Holiday/ Rest & Relax,Marina Bay
4148,To shop/attend shopping events in Singapore,White Sands
4149,Holiday/ Rest & Relax,Marina Bay
4150,Holiday/ Rest & Relax,Marina Bay
4151,Sightseeing/ Attractions,Little India
4152,Holiday/ Rest & Relax,Marina Bay
4153,To shop/attend shopping events in Singapore,White Sands
4154,To shop/attend shopping events in Singapore,Orchard Central
4155,General business purpose,Raffles Hotel
4156,Holiday/ Rest & Relax,Marina Bay
4157,To shop/attend shopping events in Singapore,Orchard Central
4158,Holiday/ Rest & Relax,Marina Bay
4159,Holiday/ Rest & Relax,Marina Bay
4160,Holiday/ Rest & Relax,Marina Bay
4161,Holiday/ Rest & Relax,Marina Bay Sands
4162,Holiday/ Rest & Relax,Marina Bay Sands
4163,Holiday/ Rest & Relax,Marina Bay Sands
4164,General business purpose,Raffles Hotel
4165,Holiday/ Rest & Relax,Marina Bay Sands
4166,Holiday/ Rest & Relax,Marina Bay Sands
4167,Holiday/ Rest & Relax,Marina Bay Sands
4168,Holiday/ Rest & Relax,Marina Bay Sands
4169,Holiday/ Rest & Relax,Marina Bay Sands
4170,Holiday/ Rest & Relax,Marina Bay Sands
4171,Holiday/ Rest & Relax,Marina Bay Sands
4172,Holiday/ Rest & Relax,Marina Bay Sands
4173,Holiday/ Rest & Relax,Marina Bay Sands
4174,Holiday/ Rest & Relax,Marina Bay Sands
4175,General business purpose,Raffles Hotel
4176,Holiday/ Rest & Relax,Marina Bay Sands
4177,Holiday/ Rest & Relax,Marina Bay Sands
4178,Holiday/ Rest & Relax,Marina Bay Sands
4179,General business purpose,Raffles Hotel
4180,Holiday/ Rest & Relax,Marina Bay Sands
4181,Holiday/ Rest & Relax,Marina Bay Sands
4182,Holiday/ Rest & Relax,Marina Bay Sands
4183,Holiday/ Rest & Relax,Marina Bay Sands
4184,General business purpose,Raffles Hotel
4185,Holiday/ Rest & Relax,Marina Bay Sands
4186,Holiday/ Rest & Relax,Marina Bay Sands
4187,Holiday/ Rest & Relax,Marina Bay Sands
4188,Holiday/ Rest & Relax,Marina Bay Sands
4189,Holiday/ Rest & Relax,Marina Bay Sands
4190,General business purpose,Raffles Hotel
4191,To shop/attend shopping events in Singapore,Orchard Central
4192,General business purpose,Raffles Hotel
4193,General business purpose,Raffles Hotel
4194,To shop/attend shopping events in Singapore,Orchard Central
4195,Holiday/ Rest & Relax,Marina Bay Sands
4196,Holiday/ Rest & Relax,Marina Bay Sands
4197,Holiday/ Rest & Relax,Marina Bay Sands
4198,Holiday/ Rest & Relax,Marina Bay Sands
4199,Holiday/ Rest & Relax,Marina Bay Sands
4200,Holiday/ Rest & Relax,Marina Bay Sands
4201,Holiday/ Rest & Relax,Marina Bay Sands
4202,Holiday/ Rest & Relax,Marina Bay Sands
4203,Holiday/ Rest & Relax,Marina Bay Sands
4204,Holiday/ Rest & Relax,Marina Bay Sands
